name,value,colour
LUKE,44,#3881e5
HAN,50,#ff9400
RIEEKAN,7,#808080
LEIA,45,#DCDCDC
C-3PO,45,#FFD700
DERLIN,3,#808080
OBI-WAN,3,#48D1CC
ZEV,6,#808080
PIETT,9,#808080
OZZEL,3,#808080
DARTH VADER,20,#000000
DACK,4,#808080
WEDGE,8,#808080
JANSON,4,#808080
NEEDA,3,#808080
EMPEROR,2,#191970
YODA,6,#9ACD32
BOBA FETT,5,#808080
LANDO,22,#808080
