name,value,colour
LUKE,83,#3881e5
HAN,66,#ff9400
SNAP,2,#808080
CHEWBACCA,60,#A0522D
LEIA,73,#DCDCDC
JABBA,4,#808080
RIEEKAN,8,#808080
C-3PO,54,#FFD700
R2-D2,35,#bde0f6
DERLIN,3,#808080
OBI-WAN,11,#48D1CC
YODA,9,#9ACD32
ZEV,8,#808080
DARTH VADER,43,#000000
PIETT,10,#808080
OZZEL,3,#808080
DACK,5,#808080
WEDGE,10,#808080
JANSON,5,#808080
EMPEROR,7,#191970
NEEDA,5,#808080
BOBA FETT,10,#808080
LANDO,39,#808080
