name,value,colour
R2-D2,27,#bde0f6
CHEWBACCA,28,#A0522D
JERJERROD,4,#808080
DARTH VADER,13,#000000
C-3PO,33,#FFD700
BIB FORTUNA,4,#808080
JABBA,5,#808080
LUKE,31,#3881e5
BOUSHH,4,#808080
HAN,33,#ff9400
LEIA,22,#DCDCDC
LANDO,21,#808080
EMPEROR,11,#191970
YODA,3,#9ACD32
OBI-WAN,3,#48D1CC
MON MOTHMA,3,#808080
ADMIRAL ACKBAR,10,#808080
PIETT,5,#808080
WEDGE,8,#808080
ANAKIN,3,#ce3b59
