name,value,colour
JERJERROD,3,#808080
DARTH VADER,12,#000000
C-3PO,32,#FFD700
BIB FORTUNA,3,#808080
JABBA,4,#808080
LUKE,30,#3881e5
BOUSHH,3,#808080
HAN,32,#ff9400
LEIA,21,#DCDCDC
LANDO,20,#808080
EMPEROR,10,#191970
YODA,2,#9ACD32
OBI-WAN,2,#48D1CC
MON MOTHMA,2,#808080
ADMIRAL ACKBAR,9,#808080
PIETT,4,#808080
WEDGE,7,#808080
ANAKIN,2,#ce3b59
